created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2024-09-28 07:09:07 -0400,21643,28.00000,59.20000,1018.00000,0,0,0.00000,100.00000,30772768.00000
2024-09-28 07:14:12 -0400,21644,28.10000,57.90000,1018.00000,0,0,0.00000,100.00000,31077298.00000
2024-09-28 07:19:10 -0400,21645,28.00000,59.00000,1018.00000,0,0,0.00000,100.00000,31375586.00000
2024-09-28 07:24:14 -0400,21646,28.00000,58.90000,1018.00000,0,0,0.00000,100.00000,31680114.00000
2024-09-28 07:29:13 -0400,21647,28.00000,56.60000,1018.00000,0,0,0.00000,100.00000,31978604.00000
2024-09-28 07:34:18 -0400,21648,28.10000,57.30000,1018.00000,0,0,0.00000,100.00000,32283240.00000
2024-09-28 07:39:16 -0400,21649,28.10000,56.80000,1018.00000,0,0,0.00000,100.00000,32581524.00000
2024-09-28 07:44:22 -0400,21650,28.00000,57.00000,1018.00000,0,0,0.00000,100.00000,32886362.00000
2024-09-28 07:49:21 -0400,21651,28.10000,57.20000,1018.00000,0,0,0.00000,100.00000,33185292.00000
2024-09-28 07:54:26 -0400,21652,28.10000,57.40000,1018.00000,0,0,0.00000,100.00000,33491536.00000
2024-09-28 07:59:24 -0400,21653,28.00000,57.40000,1018.00000,0,0,0.00000,100.00000,33789720.00000
2024-09-28 08:04:29 -0400,21654,28.10000,57.50000,1018.00000,0,0,0.00000,100.00000,34094968.00000
2024-09-28 08:09:28 -0400,21655,28.20000,57.60000,1018.00000,0,0,0.00000,100.00000,34393152.00000
2024-09-28 08:14:32 -0400,21656,28.10000,57.90000,1018.00000,0,0,0.00000,100.00000,34697584.00000
2024-09-28 08:19:30 -0400,21657,28.10000,57.80000,1018.00000,0,0,0.00000,100.00000,34995784.00000
2024-09-28 08:24:35 -0400,21658,28.10000,57.80000,1018.00000,0,0,0.00000,100.00000,35300192.00000
2024-09-28 08:29:33 -0400,21659,28.20000,56.80000,1018.00000,0,0,0.00000,100.00000,35598480.00000
2024-09-28 08:34:38 -0400,21660,28.10000,57.20000,1018.00000,0,0,0.00000,100.00000,35903024.00000
2024-09-28 08:39:36 -0400,21661,28.20000,57.30000,1018.00000,0,0,0.00000,100.00000,36201704.00000
2024-09-28 08:44:43 -0400,21662,28.10000,57.20000,1018.00000,0,0,0.00000,100.00000,36505908.00000
2024-09-28 08:49:41 -0400,21663,28.20000,57.10000,1018.00000,0,0,0.00000,100.00000,36806572.00000
2024-09-28 08:54:46 -0400,21664,28.20000,56.90000,1018.00000,0,0,0.00000,100.00000,37111204.00000
2024-09-28 08:59:44 -0400,21665,28.10000,56.80000,1018.00000,0,0,0.00000,100.00000,37409696.00000
2024-09-28 09:04:49 -0400,21666,28.20000,56.90000,1018.00000,0,0,0.00000,100.00000,37714844.00000
2024-09-28 09:09:47 -0400,21667,28.20000,56.70000,1018.00000,0,0,0.00000,100.00000,38012820.00000
2024-09-28 09:14:52 -0400,21668,28.10000,56.80000,1018.00000,0,0,0.00000,100.00000,38317352.00000
2024-09-28 09:19:52 -0400,21669,28.20000,56.80000,1018.00000,0,0,0.00000,100.00000,38617100.00000
2024-09-28 09:24:57 -0400,21670,28.10000,56.50000,1018.00000,0,0,0.00000,100.00000,38921912.00000
2024-09-28 09:29:56 -0400,21671,28.10000,57.00000,1018.00000,0,0,0.00000,100.00000,39221016.00000
2024-09-28 09:35:00 -0400,21672,28.10000,57.40000,1018.00000,0,0,0.00000,100.00000,39525656.00000
2024-09-28 09:39:59 -0400,21673,28.10000,57.30000,1018.00000,0,0,0.00000,100.00000,39823100.00000
2024-09-28 09:45:04 -0400,21674,28.20000,57.30000,1018.00000,0,0,0.00000,100.00000,40129080.00000
2024-09-28 09:50:02 -0400,21675,28.20000,57.20000,1018.00000,0,0,0.00000,100.00000,40427368.00000
2024-09-28 09:55:07 -0400,21676,28.20000,57.00000,1018.00000,0,0,0.00000,100.00000,40731796.00000
2024-09-28 10:00:05 -0400,21677,28.20000,56.90000,1018.00000,0,0,0.00000,100.00000,41030392.00000
2024-09-28 10:05:10 -0400,21678,28.20000,56.50000,1018.00000,0,0,0.00000,100.00000,41335128.00000
2024-09-28 10:10:08 -0400,21679,28.20000,56.80000,1018.00000,0,0,0.00000,100.00000,41633412.00000
2024-09-28 10:15:13 -0400,21680,28.20000,56.60000,1018.00000,0,0,0.00000,100.00000,41938248.00000
2024-09-28 10:20:11 -0400,21681,28.20000,56.60000,1018.00000,0,0,0.00000,100.00000,42236640.00000
2024-09-28 10:25:16 -0400,21682,28.20000,56.30000,1018.00000,0,0,0.00000,100.00000,42541180.00000
2024-09-28 10:30:14 -0400,21683,28.10000,56.60000,1018.00000,0,0,0.00000,100.00000,42839556.00000
2024-09-28 10:35:20 -0400,21684,28.10000,57.00000,1018.00000,0,0,0.00000,100.00000,43143664.00000
2024-09-28 10:40:18 -0400,21685,28.20000,57.10000,1018.00000,0,0,0.00000,100.00000,43443400.00000
2024-09-28 10:45:24 -0400,21686,28.10000,57.60000,1018.00000,0,0,0.00000,100.00000,43748952.00000
2024-09-28 10:50:24 -0400,21687,28.20000,57.60000,1018.00000,0,0,0.00000,100.00000,44048776.00000
2024-09-28 10:55:23 -0400,21688,28.10000,57.20000,1018.00000,0,0,0.00000,100.00000,44347372.00000
2024-09-28 11:00:27 -0400,21689,28.10000,57.30000,1018.00000,0,0,0.00000,100.00000,44652424.00000
2024-09-28 15:07:20 -0400,21690,25.10000,65.80000,1017.00000,0,0,0.00000,100.00000,0.00000
2024-09-28 15:12:18 -0400,21691,25.10000,63.60000,1017.00000,0,0,0.00000,100.00000,297229.00000
2024-09-28 20:41:06 -0400,21692,24.00000,61.50000,1020.00000,0,0,0.00000,100.00000,0.00000
2024-09-28 20:46:11 -0400,21693,24.60000,58.70000,1020.00000,0,0,0.00000,100.00000,304431.00000
2024-09-28 20:51:09 -0400,21694,24.50000,87.40000,1020.00000,0,0,0.00000,100.00000,602612.00000
2024-09-28 20:56:13 -0400,21695,23.20000,81.40000,1020.00000,0,0,0.00000,100.00000,906945.00000
2024-09-28 21:01:11 -0400,21696,23.40000,68.10000,1020.00000,0,0,0.00000,100.00000,1205229.00000
2024-09-28 21:06:16 -0400,21697,23.30000,88.90000,1020.00000,0,0,0.00000,100.00000,1509655.00000
2024-09-28 21:08:57 -0400,21698,22.80000,81.70000,1020.00000,0,0,429496729600.00002,-429496729600.00002,1670648.00000
2024-09-28 21:13:02 -0400,21699,23.50000,65.10000,1020.00000,0,0,214748364800.00001,-214748364800.00001,1915579.00000
2024-09-28 21:18:00 -0400,21700,24.10000,60.00000,1020.00000,0,0,143165587456.00000,-143165587456.00000,2213776.00000
2024-09-28 21:23:04 -0400,21701,24.30000,58.30000,1020.00000,0,0,107374182400.00000,-107374182400.00000,2518094.00000
2024-09-28 21:28:02 -0400,21702,24.50000,57.50000,1020.00000,0,0,85899345920.00000,-85899345920.00000,2816073.00000
2024-09-28 21:33:07 -0400,21703,24.50000,59.10000,1020.00000,0,0,71582793728.00000,-71582793728.00000,3120399.00000
2024-09-28 21:38:06 -0400,21704,24.80000,64.40000,1020.00000,0,0,61356679168.00001,-61356679168.00001,3418150.00000
2024-09-28 21:43:11 -0400,21705,25.00000,67.90000,1020.00000,0,0,53687091200.00001,-53687091200.00001,3724546.00000
2024-09-28 21:48:09 -0400,21706,25.20000,68.40000,1020.00000,0,0,47721861120.00000,-47721861120.00000,4022728.00000
2024-09-28 21:53:13 -0400,21707,25.00000,61.60000,1020.00000,0,0,42949672960.00001,-42949672960.00001,4327162.00000
2024-09-28 21:58:12 -0400,21708,25.20000,65.60000,1020.00000,0,0,39045156864.00000,-39045156864.00000,4625344.00000
2024-09-28 22:03:16 -0400,21709,25.40000,67.20000,1020.00000,0,0,35791396864.00000,-35791396864.00000,4929875.00000
2024-09-28 22:08:15 -0400,21710,25.60000,68.90000,1020.00000,0,0,33038211072.00000,-33038211072.00000,5228772.00000
2024-09-28 22:13:19 -0400,21711,25.70000,70.10000,1020.00000,0,0,30678339584.00000,-30678339584.00000,5533100.00000
2024-09-28 22:18:24 -0400,21712,25.70000,63.80000,1020.00000,0,0,28633116672.00000,-28633116672.00000,5837529.00000
2024-09-28 22:23:22 -0400,21713,25.60000,62.90000,1020.00000,0,0,26843545600.00000,-26843545600.00000,6135717.00000
2024-09-28 22:28:27 -0400,21714,25.40000,60.80000,1020.00000,0,0,25264513024.00000,-25264513024.00000,6440348.00000
2024-09-28 22:33:25 -0400,21715,25.40000,59.70000,1020.00000,0,0,23860930560.00000,-23860930560.00000,6737699.00000
2024-09-28 22:38:30 -0400,21716,25.20000,59.00000,1020.00000,0,0,22605090816.00000,-22605090816.00000,7043481.00000
2024-09-28 22:43:28 -0400,21717,25.10000,58.10000,1019.00000,0,0,21474836480.00000,-21474836480.00000,7341650.00000
2024-09-28 22:48:32 -0400,21718,25.00000,57.70000,1019.00000,0,0,20452225024.00000,-20452225024.00000,7645977.00000
2024-09-28 22:53:31 -0400,21719,25.00000,57.60000,1019.00000,0,0,19522578432.00000,-19522578432.00000,7944264.00000
2024-09-28 22:58:35 -0400,21720,25.10000,64.00000,1019.00000,0,0,18673770496.00000,-18673770496.00000,8248901.00000
2024-09-28 23:03:34 -0400,21721,25.20000,68.20000,1019.00000,0,0,17895698432.00000,-17895698432.00000,8547323.00000
2024-09-28 23:08:38 -0400,21722,25.40000,70.40000,1019.00000,0,0,17179869184.00000,-17179869184.00000,8851610.00000
2024-09-28 23:13:42 -0400,21723,25.50000,67.50000,1019.00000,0,0,16519105536.00000,-16519105536.00000,9156041.00000
2024-09-28 23:18:41 -0400,21724,25.30000,62.70000,1019.00000,0,0,15907286016.00000,-15907286016.00000,9454223.00000
2024-09-28 23:23:45 -0400,21725,25.20000,61.90000,1019.00000,0,0,15339169792.00000,-15339169792.00000,9758857.00000
2024-09-28 23:28:44 -0400,21726,25.10000,60.30000,1019.00000,0,0,14810231808.00000,-14810231808.00000,10056404.00000
2024-10-01 19:16:26 -0400,21727,31.80000,42.60000,1004.00000,0,0,0.00000,100.00000,622584.00000
2024-10-01 19:20:59 -0400,21728,32.00000,41.70000,1004.00000,0,0,0.00000,100.00000,899578.00000
2024-10-01 19:32:33 -0400,21729,32.40000,41.60000,1004.00000,0,0,16.66667,83.33333,1500571.00000
2024-10-01 19:36:41 -0400,21730,32.40000,42.10000,1004.00000,0,0,14.28572,85.71429,1847557.00000
2024-10-01 19:42:45 -0400,21731,32.50000,41.30000,1004.00000,0,0,12.50000,87.50000,2121554.00000
2024-10-01 19:46:30 -0400,21732,32.60000,41.90000,1004.00000,0,0,11.11111,88.88889,2442545.00000
2024-10-01 19:52:05 -0400,21733,32.60000,43.40000,1004.00000,0,0,10.00000,90.00000,2710545.00000
2024-10-01 20:10:21 -0400,21734,32.40000,46.00000,1005.00000,0,0,7.14286,92.85714,3007531.00000
2024-10-01 20:17:46 -0400,21735,32.40000,46.40000,1005.00000,0,0,6.66667,93.33334,4215598.00000
2024-10-01 20:40:02 -0400,21736,28.70000,55.60000,1005.00000,0,0,0.00000,100.00000,0.00000
2024-10-01 20:45:08 -0400,21737,28.80000,50.70000,1005.00000,0,0,0.00000,100.00000,303717.00000
2024-10-01 20:50:12 -0400,21738,28.70000,53.20000,1005.00000,0,0,0.00000,100.00000,606817.00000
2024-10-01 21:00:12 -0400,21739,28.70000,54.70000,1005.00000,0,0,20.00000,80.00000,1206786.00000
2024-10-01 21:05:16 -0400,21740,28.70000,55.20000,1005.00000,0,0,16.66667,83.33333,1512135.00000
2024-10-01 21:10:41 -0400,21741,28.70000,55.20000,1005.00000,0,0,14.28572,85.71429,1811973.00000
2024-10-01 21:15:15 -0400,21742,28.80000,55.30000,1005.00000,0,0,12.50000,87.50000,2110661.00000
